Date,Open,High,Low,Close,Adj Close,Volume
2018-06-01,46.997501373291016,47.564998626708984,46.9375,47.560001373291016,45.4519157409668,93770000
2018-06-04,47.90999984741211,48.35499954223633,47.837501525878906,47.95750045776367,45.8317985534668,105064800
2018-06-05,48.26750183105469,48.48500061035156,48.09000015258789,48.32749938964844,46.185394287109375,86264000
2018-06-06,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,46.34548568725586,83734400
2018-06-07,48.53499984741211,48.54999923706055,48.084999084472656,48.3650016784668,46.22124481201172,85388800
2018-06-08,47.79249954223633,48.0,47.442501068115234,47.92499923706055,45.80073547363281,106627200
2018-06-11,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,45.68844985961914,73234000
2018-06-12,47.84749984741211,48.15250015258789,47.787498474121094,48.06999969482422,45.939300537109375,67644400
2018-06-13,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,45.56181716918945,86553600
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.58571243286133,86440400
2018-06-15,47.50749969482422,47.540000915527344,47.064998626708984,47.209999084472656,45.11742401123047,246876800
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,45.09354782104492,73939600
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.364837646484375,134314000
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.5583610534668,82514800
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.30988693237305,102847600
2018-06-22,46.529998779296875,46.537498474121094,46.17499923706055,46.22999954223633,44.18086624145508,108801600
2018-06-25,45.849998474121094,46.22999954223633,45.182498931884766,45.54249954223633,43.52384567260742,126652400
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,44.06380844116211,98276800
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,43.99928665161133,101141200
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.31943130493164,69460800
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,44.226261138916016,90950800
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,44.7208251953125,70925200
2018-07-03,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,43.94195556640625,55819200
2018-07-05,46.314998626708984,46.602500915527344,46.06999969482422,46.349998474121094,44.295555114746094,66416800
2018-07-06,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,44.909568786621094,69940800
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,45.53314971923828,79026400
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,45.478206634521484,63756400
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,44.8880615234375,75326000
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,45.64065170288086,72164400
2018-07-13,47.77000045776367,47.959999084472656,47.724998474121094,47.83250045776367,45.71233367919922,50055600
2018-07-16,47.880001068115234,48.162498474121094,47.60499954223633,47.727500915527344,45.61199188232422,60172400
2018-07-17,47.4375,47.967498779296875,47.29999923706055,47.86249923706055,45.74100875854492,62138000
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.599998474121094,45.490142822265625,65573600
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,45.843746185302734,81147200
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,45.73863983154297,82704800
2018-07-23,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,45.77923583984375,63957600
2018-07-24,48.11249923706055,48.415000915527344,48.01250076293945,48.25,46.11134338378906,74791600
2018-07-25,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.546173095703125,66839600
2018-07-26,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.40042495727539,76304000
2018-07-27,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.62871170043945,96096000
2018-07-30,47.974998474121094,48.04999923706055,47.26750183105469,47.477500915527344,45.37308120727539,84118000
2018-07-31,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.46385955810547,157492000
2018-08-01,49.782501220703125,50.439998626708984,49.32749938964844,50.375,48.14213562011719,271742800
2018-08-02,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.54937744140625,249616000
2018-08-03,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,49.69272994995117,133789600
2018-08-06,52.0,52.3125,51.76750183105469,52.26750183105469,49.95075607299805,101701600
2018-08-07,52.33000183105469,52.375,51.689998626708984,51.77750015258789,49.48248291015625,102349600
2018-08-08,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.51593017578125,90102000
2018-08-09,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,49.905364990234375,93970400
2018-08-10,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,49.756717681884766,98444800
2018-08-13,52.32749938964844,52.73749923706055,51.92499923706055,52.217498779296875,50.07798767089844,103563600
2018-08-14,52.540000915527344,52.63999938964844,52.064998626708984,52.4375,50.288978576660156,82992000
2018-08-15,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.40646743774414,115230400
2018-08-16,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,51.14491653442383,114001600
2018-08-17,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,52.16627502441406,141708000
2018-08-20,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,51.65799331665039,121150800
2018-08-21,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.55728530883789,104639200
2018-08-22,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.5596923828125,76072400
2018-08-23,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,51.66518020629883,75532800
2018-08-24,54.150001525878906,54.224998474121094,53.77750015258789,54.040000915527344,51.8258171081543,73905600
2018-08-27,54.287498474121094,54.685001373291016,54.08250045776367,54.48500061035156,52.252593994140625,82100400
2018-08-28,54.752498626708984,55.1349983215332,54.72999954223633,54.92499923706055,52.67455291748047,91107200
2018-08-29,55.037498474121094,55.872501373291016,54.852500915527344,55.744998931884766,53.46096420288086,109019200
2018-08-30,55.8125,57.064998626708984,55.599998474121094,56.25749969482422,53.952457427978516,195175200
2018-08-31,56.627498626708984,57.217498779296875,56.5,56.907501220703125,54.5758171081543,173360400
2018-09-04,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,54.75084686279297,109560400
2018-09-05,57.247501373291016,57.41749954223633,56.275001525878906,56.717498779296875,54.393611907958984,133332000
2018-09-06,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,53.4897346496582,137160000
2018-09-07,55.462501525878906,56.342498779296875,55.1775016784668,55.32500076293945,53.058170318603516,150479200
2018-09-10,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,52.34608459472656,158066000
2018-09-11,54.502498626708984,56.07500076293945,54.13999938964844,55.962501525878906,53.6695442199707,142996000
2018-09-12,56.23500061035156,56.25,54.959999084472656,55.26750183105469,53.003021240234375,197114800
2018-09-13,55.880001068115234,57.087501525878906,55.64250183105469,56.602500915527344,54.2833251953125,166825600
2018-09-14,56.4375,56.709999084472656,55.630001068115234,55.959999084472656,53.66714859008789,127997200
2018-09-17,55.537498474121094,55.73749923706055,54.317501068115234,54.470001220703125,52.23820114135742,148780400
2018-09-18,54.4474983215332,55.462501525878906,54.279998779296875,54.560001373291016,52.32450866699219,126286800
2018-09-19,54.625,54.904998779296875,53.82500076293945,54.592498779296875,52.355674743652344,108495200
2018-09-20,55.060001373291016,55.56999969482422,54.787498474121094,55.00749969482422,52.75368118286133,106435200
2018-09-21,55.19499969482422,55.34000015258789,54.3224983215332,54.415000915527344,52.185447692871094,384986800
2018-09-24,54.20500183105469,55.314998626708984,54.157501220703125,55.1974983215332,52.93589782714844,110773600
2018-09-25,54.9375,55.70500183105469,54.92499923706055,55.54750061035156,53.271549224853516,98217600
2018-09-26,55.25,55.9375,54.939998626708984,55.10499954223633,52.84718322753906,95938800
2018-09-27,55.95500183105469,56.61000061035156,55.8849983215332,56.23749923706055,53.93328857421875,120724800
2018-09-28,56.1974983215332,56.459999084472656,56.005001068115234,56.435001373291016,54.122684478759766,91717600
2018-10-01,56.98749923706055,57.35499954223633,56.587501525878906,56.814998626708984,54.487117767333984,94403200
2018-10-02,56.8125,57.5,56.657501220703125,57.31999969482422,54.971431732177734,99152800
2018-10-03,57.51250076293945,58.36750030517578,57.44499969482422,58.01750183105469,55.640350341796875,114619200
2018-10-04,57.69499969482422,58.087501525878906,56.682498931884766,56.997501373291016,54.66213607788086,128168000
2018-10-05,56.9900016784668,57.102500915527344,55.14500045776367,56.0724983215332,53.7750358581543,134322000
2018-10-08,55.5525016784668,56.20000076293945,55.04999923706055,55.942501068115234,53.65037536621094,118655600
2018-10-09,55.90999984741211,56.817501068115234,55.5625,56.717498779296875,54.393611907958984,107564000
2018-10-10,56.3650016784668,56.587501525878906,54.01250076293945,54.09000015258789,51.87376022338867,167962400
2018-10-11,53.630001068115234,54.875,53.08000183105469,53.61249923706055,51.415836334228516,212497600
2018-10-12,55.10499954223633,55.720001220703125,54.209999084472656,55.52750015258789,53.25236892700195,161351600
2018-10-15,55.290000915527344,55.45750045776367,54.317501068115234,54.34000015258789,52.113521575927734,123164000
2018-10-16,54.73249816894531,55.747501373291016,54.189998626708984,55.537498474121094,53.261962890625,116736000
2018-10-17,55.57500076293945,55.65999984741211,54.834999084472656,55.29750061035156,53.03179931640625,91541600
2018-10-18,54.46500015258789,54.935001373291016,53.25,54.005001068115234,51.79225158691406,130325200
2018-10-19,54.51499938964844,55.314998626708984,54.35749816894531,54.82749938964844,52.581050872802734,132314800
2018-10-22,54.9474983215332,55.84000015258789,54.73500061035156,55.162498474121094,52.90231704711914,115168400
2018-10-23,53.95750045776367,55.8125,53.67499923706055,55.682498931884766,53.40102005004883,155071200
2018-10-24,55.650001525878906,56.057498931884766,53.6349983215332,53.772499084472656,51.56928253173828,163702000
2018-10-25,54.4275016784668,55.345001220703125,54.1875,54.95000076293945,52.69853591918945,119423200
2018-10-26,53.974998474121094,55.04750061035156,53.16749954223633,54.07500076293945,51.859378814697266,189033600
2018-10-29,54.79750061035156,54.92250061035156,51.522499084472656,53.060001373291016,50.8859748840332,183742000
2018-10-30,52.787498474121094,53.79499816894531,52.317501068115234,53.32500076293945,51.14011764526367,146640000
2018-10-31,54.220001220703125,55.11249923706055,54.154998779296875,54.71500015258789,52.4731559753418,153435600
2018-11-01,54.76250076293945,55.59000015258789,54.20249938964844,55.55500030517578,53.27874755859375,233292800
2018-11-02,52.38750076293945,53.412498474121094,51.35749816894531,51.869998931884766,49.744728088378906,365314800
2018-11-05,51.07500076293945,51.09749984741211,49.54249954223633,50.397499084472656,48.332557678222656,264654800
2018-11-06,50.47999954223633,51.18000030517578,50.42250061035156,50.942501068115234,48.8552360534668,127531600
2018-11-07,51.49250030517578,52.51499938964844,51.032501220703125,52.48749923706055,50.3369255065918,133697600
2018-11-08,52.494998931884766,52.529998779296875,51.6875,52.122501373291016,50.16130065917969,101450400
2018-11-09,51.38750076293945,51.502498626708984,50.5625,51.11750030517578,49.19409942626953,137463200
2018-11-12,49.75,49.962501525878906,48.4474983215332,48.54249954223633,46.715999603271484,204542000
2018-11-13,47.907501220703125,49.29499816894531,47.86249923706055,48.057498931884766,46.24924850463867,187531600
2018-11-14,48.474998474121094,48.619998931884766,46.48249816894531,46.70000076293945,44.94282913208008,243204000
2018-11-15,47.09749984741211,47.99250030517578,46.724998474121094,47.852500915527344,46.05195999145508,185915200
2018-11-16,47.625,48.74250030517578,47.3650016784668,48.38249969482422,46.56201934814453,147713200
2018-11-19,47.5,47.67499923706055,46.247501373291016,46.46500015258789,44.7166748046875,167701200
2018-11-20,44.592498779296875,45.36750030517578,43.877498626708984,44.244998931884766,42.5802001953125,271300800
2018-11-21,44.932498931884766,45.067501068115234,44.13750076293945,44.19499969482422,42.53207778930664,124496800
2018-11-23,43.73500061035156,44.150001525878906,43.025001525878906,43.0724983215332,41.451820373535156,94496000
2018-11-26,43.560001373291016,43.73749923706055,42.564998626708984,43.654998779296875,42.01240158081055,179994000
2018-11-27,42.877498626708984,43.692501068115234,42.720001220703125,43.560001373291016,41.920982360839844,165549600
2018-11-28,44.182498931884766,45.3224983215332,43.73249816894531,45.23500061035156,43.5329475402832,184250000
2018-11-29,45.665000915527344,45.70000076293945,44.42499923706055,44.88750076293945,43.198524475097656,167080000
2018-11-30,45.0724983215332,45.08250045776367,44.25749969482422,44.64500045776367,42.96514892578125,158126000
2018-12-03,46.1150016784668,46.23500061035156,45.3025016784668,46.20500183105469,44.466453552246094,163210000
